Iteration 0:
-2.687971 0.763060 8.385217
-0.892273 -1.565147 6.283263
-0.907426 -0.413060 4.357901
-0.866362 4.106682 9.604971
-1.538897 0.633624 6.471673
-2.075268 -0.231842 6.180219
0.786448 -0.349886 4.175361
-0.248504 0.865414 3.709688
1.461274 2.393325 8.849811
0.026817 -0.989485 2.634710
Iteration 2:
-3.945476 0.230813 9.581092
-0.173852 -0.446489 3.243392
-3.400320 -0.552934 10.015590
0.805853 -0.436502 4.400386
0.315803 0.192997 2.763464
-0.384184 0.140175 2.895752
0.867791 -0.203544 3.469155
-0.090858 -1.147603 3.667318
-0.136763 -0.338275 2.658934
-0.947681 -0.266907 3.795552
0.337376 0.610987 4.072984
-1.315375 0.807230 5.663358
0.632422 -1.371620 6.059619
-0.524845 -0.335645 3.932696
-2.869730 -0.741516 8.196161
-1.094963 -0.379080 4.688774
0.615149 0.018484 3.255746
-0.289452 -0.637224 3.964170
-1.170577 -4.143400 10.106587
-0.874158 0.214298 3.519957
-0.546582 0.192029 3.551192
-1.542026 0.886502 6.265538
-1.247387 1.407072 6.724019
-0.398932 0.734773 4.311189
-0.592321 -1.481366 6.357304
-0.354735 0.019039 2.488234
0.812771 -0.333582 4.111928
0.116239 0.398942 2.889341
1.102701 -4.930497 10.583985
-0.083765 1.071533 3.121159
-0.646529 0.706998 4.605931
-0.460286 -0.640548 4.380863
-0.200015 -0.762993 3.613739
-1.970842 1.866848 6.808843
-0.529167 1.143353 5.147973
-0.299873 0.704165 4.026317
-1.170576 -0.248423 4.555355
-0.090334 -0.199184 1.543980
-0.372331 0.046361 2.611478
0.390476 -0.236157 3.258426
-0.347690 0.157443 2.782446
-0.073115 -1.604570 5.728705
-0.949735 -0.492318 4.550105
-0.859119 -5.000000 10.695833
-1.276345 -0.642125 5.704285
0.937520 -1.186849 4.644103
0.026122 -0.489320 3.062906
-1.425961 1.008551 6.041716
-0.734706 2.190127 7.146834
0.084139 -0.732350 3.241266
Iteration 3:
1.142722 -0.115005 3.728643
-0.396374 -0.156181 3.000557
3.317868 0.316957 9.572166
-0.523361 -0.365960 4.008275
-0.262169 -0.234082 2.676270
-0.243383 -0.423987 3.399413
-0.096761 -0.298418 2.288453
-0.146584 0.762333 3.391096
-0.280065 0.084394 2.127369
-0.972130 -0.263613 3.805831
0.105862 -0.732747 3.302437
-0.193080 -0.190527 2.041151
0.045768 -1.062331 2.946481
-0.237402 0.168514 2.195911
-0.709688 -0.595420 4.590241
-0.193178 -0.000300 1.293747
-0.628838 -0.141675 3.490684
-0.293357 -0.419578 3.550777
-0.952129 1.251081 5.098760
-0.249228 -0.635282 3.837567
-0.012307 -0.241954 1.703523
-2.384987 0.540499 8.142167
-0.538867 0.327757 3.938140
-0.195507 0.980929 3.413261
-0.409176 0.376545 3.771383
-0.188228 -0.400914 3.127609
-0.436633 0.167639 3.190643
-0.363077 -0.418133 3.757802
0.791299 -0.643302 4.571058
-0.299260 -0.015093 2.135454
-0.328220 -0.541054 3.943391
0.152071 -0.181179 1.730602
-0.258453 0.074531 1.943403
-0.029076 2.043829 5.093644
0.116006 -0.106144 1.007349
-0.166313 -1.330786 5.165614
1.184253 -0.168252 4.268139
-0.293829 -0.074006 2.192483
-0.433151 -0.380164 3.843874
-0.188769 -0.000902 1.256116
-0.108600 0.236532 1.903330
-0.223001 1.071556 3.879365
0.621357 -0.365116 4.155930
-0.588264 1.877281 6.639949
0.165514 0.371611 2.925062
0.963730 -0.083601 2.767010
-0.398957 0.039811 2.735444
0.353540 -0.376441 3.609818
-0.013228 -1.213975 4.032186
0.053431 -0.670746 3.270985
Iteration 4:
0.816816 0.001284 2.878765
0.631375 -0.232127 3.779787
-1.936690 -0.304610 6.220980
-0.019604 -0.389787 2.674428
-0.014565 -0.065753 0.307010
0.149028 -0.164143 1.596828
-0.073003 -0.283662 2.120156
-0.000288 0.076211 0.363055
0.197557 -0.117622 1.656921
1.316749 -0.049361 4.805279
0.215600 0.087549 1.660899
-0.321880 0.001289 2.282827
-0.089898 0.095060 0.778347
0.307731 0.080871 2.302118
0.358989 -0.341296 3.515694
0.014607 -0.007163 0.053050
-0.161374 -0.054997 1.109866
0.118006 0.133741 1.197944
0.961234 0.506167 4.580851
-0.378358 -0.762087 4.261699
0.077345 -0.189858 1.418594
1.434573 -0.012153 5.349847
0.068581 -0.014563 0.324195
0.086946 -0.151492 1.157350
0.363094 -0.276164 3.302825
0.161931 -0.020823 1.039702
-0.002052 -0.236566 1.656710
-0.112629 -0.064958 0.768916
-0.589438 -0.067377 3.294559
0.233955 -0.012934 1.639203
-0.297305 -0.071257 2.208921
0.252380 -0.184816 2.372547
-0.300784 -0.149022 2.495811
-0.033259 1.890947 5.009968
0.024306 0.011620 0.095427
0.092224 0.593418 3.344671
-0.430399 -0.120272 3.028355
0.452119 -0.148936 3.185872
-0.194511 -0.315359 2.767676
-0.002170 -0.128399 0.748200
0.050535 -0.154604 1.041052
-0.118185 0.360197 2.711873
-0.065123 0.052374 0.413949
0.521403 1.137385 5.118538
0.023227 -0.688416 3.216651
0.265175 -0.219380 2.619230
0.212619 -0.131909 1.838648
-0.130621 -0.253386 2.117286
-0.006746 0.283378 2.019104
0.132559 0.426765 3.048753
Iteration 5:
-0.114664 0.007175 0.641148
-0.984246 -0.359890 4.277076
-1.117958 -0.032016 3.283916
-0.005285 -0.086920 0.436168
-0.001692 0.083396 0.410987
0.197542 -0.171373 1.954237
-0.056709 0.222017 1.612239
0.024037 -0.002276 0.083740
-0.146673 0.092525 1.148084
-1.119323 0.020957 3.279853
0.121774 0.043939 0.760775
-0.233925 0.044338 1.679625
-0.078166 0.026792 0.406392
-0.276180 -0.056938 2.028397
0.079015 -0.244426 1.852254
-0.020804 -0.022396 0.111188
0.118144 0.066520 0.815299
0.066358 -0.011855 0.307338
0.377494 0.208823 3.108358
0.068463 0.243566 1.813777
-0.044245 0.022124 0.203943
-0.364694 0.055139 2.584087
-0.151583 0.041768 0.992416
-0.033754 0.108876 0.636122
0.252598 -0.018992 1.792554
-0.175124 0.038523 1.180858
0.037865 -0.046730 0.264151
0.097495 0.029140 0.542638
-0.574194 0.122573 3.395870
0.008833 0.025364 0.095070
-0.038469 -0.014071 0.159973
0.187547 -0.049849 1.311549
-0.016967 0.069016 0.330303
0.002019 -0.083982 0.415025
-0.049123 0.013903 0.212407
0.006959 0.372429 2.580743
0.168438 -0.116452 1.435453
-0.044923 -0.070662 0.414800
-0.017386 -0.075549 0.371925
-0.014704 -0.027475 0.113820
-0.116472 0.047319 0.730968
-0.066694 0.146512 1.031404
-0.027320 0.044440 0.218657
-0.095554 -0.245173 1.915103
-0.003242 0.251748 1.778338
-0.071960 0.173221 1.264573
-0.104745 -0.018631 0.576584
-0.006932 -0.138647 0.833183
0.038358 -0.019498 0.170357
-0.004913 0.271329 1.929493
Iteration 6:
0.034888 -0.001060 0.130842
-0.007863 -0.208483 1.425250
-0.649667 -0.013018 3.248472
-0.002605 -0.023103 0.080089
0.016509 -0.004558 0.056233
-0.277015 0.014009 1.975359
0.048703 -0.221709 1.590354
0.021615 -0.000595 0.073563
-0.077996 0.062290 0.530782
0.533080 -0.014904 3.162565
-0.015595 0.008134 0.057968
0.085242 -0.018328 0.437290
-0.003975 0.025244 0.089577
-0.158661 -0.001675 0.999218
0.043684 -0.167183 1.126275
0.007226 0.032472 0.123299
-0.023520 0.003667 0.082348
-0.007435 0.028840 0.107694
0.442128 -0.001053 2.897296
0.035898 0.104278 0.607716
0.021745 0.018321 0.101838
0.253341 -0.018246 1.797782
0.000860 0.000199 0.002518
0.085152 -0.035060 0.472668
-0.101136 -0.020221 0.552281
0.169845 0.018834 1.104487
0.002549 0.024439 0.085496
0.056825 -0.025568 0.276750
-0.145924 0.051475 0.973571
0.015872 -0.013170 0.069628
-0.011009 -0.009362 0.046429
-0.123386 -0.000139 0.707880
0.025373 -0.030208 0.152597
-0.004629 -0.109170 0.597850
-0.041167 0.003969 0.161891
0.014900 -0.272723 1.943941
-0.020248 0.120739 0.701124
0.044594 0.042970 0.274732
0.013840 0.087736 0.448479
0.020443 -0.040334 0.181551
0.006777 0.004907 0.025529
0.058595 0.024691 0.284341
0.042812 -0.001133 0.169243
0.032605 -0.111650 0.654139
0.019599 -0.156847 0.995370
-0.006442 -0.016441 0.058228
-0.015576 -0.015965 0.076290
0.037981 -0.048083 0.270814
-0.005497 0.032420 0.121548
0.034711 0.110934 0.653788
Iteration 7:
-0.008278 0.011424 0.045198
-0.008376 0.105986 0.575563
0.305886 0.015092 2.180926
0.002011 0.021726 0.074342
0.007683 0.003042 0.025190
-0.087157 0.002156 0.436854
-0.027551 0.181972 1.218788
0.016122 0.008868 0.061036
-0.012600 -0.023436 0.094019
-0.177429 0.009083 1.161415
-0.008044 0.000489 0.024522
-0.030620 -0.000435 0.111393
-0.003753 -0.004306 0.017025
-0.135158 -0.002305 0.803145
-0.016190 0.091362 0.476552
-0.016060 0.013893 0.072035
-0.001877 -0.000885 0.005985
-0.009379 0.014729 0.057491
0.500941 0.011052 3.087651
-0.037204 0.042226 0.241764
0.001710 0.009456 0.029637
0.187861 0.004992 1.249006
-0.000241 0.009608 0.029642
0.122888 0.002852 0.704195
-0.098134 -0.008932 0.517836
0.156334 0.002123 0.979577
-0.009590 0.020470 0.077493
-0.005717 -0.025197 0.090761
0.117485 0.004291 0.661943
-0.004858 0.006566 0.024877
0.010212 0.004629 0.035059
-0.053150 0.004386 0.224833
-0.002844 0.029359 0.106433
0.008577 0.127251 0.741296
0.022372 0.005829 0.079565
-0.005967 -0.097026 0.508078
-0.010799 0.091967 0.475031
0.021947 0.030552 0.143724
-0.010925 -0.031671 0.124391
-0.010718 -0.010721 0.048990
-0.022417 0.006501 0.080461
-0.004174 0.011312 0.037972
0.009944 -0.000621 0.030823
-0.004983 -0.044743 0.180420
0.000521 0.092062 0.471071
0.005487 0.030897 0.114774
0.006358 0.014158 0.050300
0.011454 -0.004063 0.038305
-0.004937 -0.001027 0.014941
0.034221 0.148656 0.950992
Iteration 8:
-0.009696 0.004851 0.033793
-0.008914 0.013444 0.052541
-0.054998 -0.003225 0.234662
-0.003679 0.002125 0.012497
0.012200 -0.000867 0.038571
-0.005800 -0.000305 0.017325
0.000329 -0.030972 0.112950
0.002243 -0.000091 0.006483
-0.004110 -0.004640 0.018556
0.027900 -0.001802 0.099758
-0.007236 0.000078 0.021863
0.013238 -0.000648 0.042160
-0.004157 0.000907 0.012516
0.057501 0.000122 0.248319
-0.008892 0.059353 0.262911
-0.006524 -0.001360 0.020030
-0.002530 -0.000334 0.007393
0.000306 0.002175 0.006341
0.547986 -0.012797 3.188915
-0.003264 0.019723 0.067152
0.000249 0.000522 0.001643
0.173142 -0.007842 1.124192
-0.003902 -0.005710 0.020835
-0.000245 -0.002033 0.005903
-0.029927 -0.004204 0.109615
-0.038126 0.000150 0.146085
0.001042 -0.000692 0.003579
-0.002971 -0.011174 0.036261
0.084648 -0.004801 0.420357
-0.004532 0.007303 0.026276
-0.004089 -0.001061 0.012424
-0.052398 0.006115 0.221657
0.000277 -0.014169 0.045422
-0.010785 0.104560 0.566603
0.029202 -0.008162 0.110068
-0.001332 0.022938 0.078985
-0.005197 0.114895 0.642061
-0.002197 -0.018283 0.061090
-0.007976 0.012006 0.046294
-0.005786 0.000991 0.017521
-0.002042 -0.002507 0.009424
0.001873 0.005883 0.018476
0.002978 -0.000371 0.008729
-0.003850 0.030087 0.110111
-0.005251 0.013317 0.045937
-0.004260 0.021257 0.073787
-0.004348 -0.000974 0.013132
0.005423 0.005076 0.022478
-0.001171 -0.000692 0.003897
0.024472 0.016662 0.106938
Iteration 9:
-0.007107 0.003367 0.023891
-0.000296 -0.007210 0.021797
-0.012178 -0.002002 0.038958
-0.000159 -0.002758 0.008018
0.000597 0.000675 0.002570
-0.002886 -0.000913 0.008805
-0.000127 0.005799 0.017301
0.000716 -0.000428 0.002377
0.002953 0.002350 0.011054
-0.011597 -0.000860 0.036489
-0.001221 0.000032 0.003494
-0.011616 -0.000006 0.036445
0.004479 -0.000091 0.013204
-0.016580 -0.000237 0.054204
-0.000724 -0.011891 0.037470
-0.005347 0.000811 0.016075
0.000291 -0.000265 0.001116
-0.000732 -0.001477 0.004736
-0.352828 0.002448 2.471693
-0.000995 -0.005096 0.015403
-0.000648 0.000030 0.001847
0.038171 -0.000973 0.146357
-0.004189 -0.001243 0.012866
-0.000316 -0.001226 0.003623
-0.033864 0.000451 0.126044
0.026268 0.000786 0.092615
0.000049 -0.000633 0.001807
0.002102 -0.004799 0.015551
0.002727 0.001840 0.009593
0.000264 0.009522 0.029356
-0.000507 -0.000528 0.002086
-0.021412 -0.004944 0.074967
-0.000423 0.000381 0.001620
0.007463 -0.039485 0.156101
-0.006402 0.003258 0.021692
-0.000093 -0.001058 0.003034
-0.004475 -0.025016 0.088989
-0.002406 -0.005302 0.017369
0.005206 0.004492 0.020706
0.004545 -0.001255 0.013929
0.000599 -0.001805 0.005477
0.001054 0.004778 0.014476
0.002438 -0.000118 0.007062
-0.005569 0.020000 0.070161
0.003993 -0.006826 0.024033
0.000724 -0.003803 0.011350
-0.004805 0.001104 0.014591
-0.000706 0.006313 0.019041
0.000489 -0.000453 0.001899
-0.019554 -0.008310 0.072074
Iteration 10:
-0.007219 0.001021 0.022036
0.000986 0.000213 0.002879
0.005355 0.000345 0.015943
-0.000976 -0.000647 0.003350
-0.000059 -0.000610 0.001744
0.001384 -0.000211 0.004011
-0.000041 0.003230 0.009415
0.000276 -0.000490 0.001598
0.002200 -0.000887 0.006859
-0.011180 -0.000088 0.034948
-0.000363 -0.000160 0.001126
0.002731 0.000004 0.007922
0.003823 0.000202 0.011220
-0.001309 -0.000241 0.003812
-0.001266 -0.004757 0.014568
0.002449 -0.000138 0.007099
0.000117 -0.000760 0.002190
-0.001150 0.000475 0.003560
-0.024251 -0.001892 0.084481
0.000201 -0.005572 0.016599
0.000734 -0.000265 0.002225
0.029762 0.000552 0.107616
-0.000788 -0.000297 0.002400
0.001145 -0.001320 0.005025
0.040231 -0.000110 0.156320
0.011320 -0.000302 0.035441
0.000247 -0.000117 0.000776
0.000738 0.001287 0.004254
-0.000351 -0.001758 0.005156
0.000230 -0.001560 0.004525
0.001018 -0.000471 0.003205
-0.014031 -0.004605 0.047567
0.000477 -0.000299 0.001601
0.000477 -0.008923 0.027398
0.002014 -0.000320 0.005878
0.000662 -0.000497 0.002359
0.001317 0.009532 0.029682
-0.002266 -0.002054 0.008898
-0.000138 0.000131 0.000540
0.002567 0.001172 0.008194
-0.000088 -0.000614 0.001766
-0.000191 -0.004947 0.014655
0.001078 -0.000069 0.003086
0.003699 0.006919 0.023830
-0.000344 0.003868 0.011386
-0.000228 0.003430 0.010039
0.005828 0.000183 0.017398
0.000313 0.000330 0.001292
-0.000439 -0.000230 0.001409
-0.008606 0.003412 0.028466
Iteration 11:
-0.002784 0.000336 0.008141
-0.000414 -0.000030 0.001178
0.001283 -0.000029 0.003675
0.000262 0.000608 0.001884
-0.000397 0.000686 0.002259
0.000629 0.000135 0.001831
0.000029 0.002402 0.006948
0.000230 -0.000150 0.000780
0.000853 -0.000819 0.003382
-0.003667 0.000351 0.010780
-0.000225 -0.000109 0.000708
-0.000833 0.000039 0.002377
0.002058 -0.000048 0.005936
0.000658 0.000024 0.001874
-0.000217 0.003304 0.009657
0.000685 0.000003 0.001951
-0.000041 -0.000040 0.000163
-0.000278 0.000322 0.001206
0.002675 -0.001159 0.008472
-0.000065 0.005308 0.015765
0.000057 0.000298 0.000861
0.025768 0.000461 0.090486
0.000338 -0.000050 0.000968
0.000566 0.001549 0.004737
0.006156 0.000450 0.018471
-0.005414 0.000263 0.016112
-0.000409 0.000318 0.001472
-0.000116 0.000882 0.002538
-0.000058 -0.000288 0.000835
0.000201 0.000310 0.001049
-0.000127 0.000296 0.000913
-0.002682 -0.006048 0.019878
-0.000003 -0.000205 0.000580
-0.000596 0.005813 0.017437
0.002338 0.000212 0.006785
-0.000439 -0.000365 0.001623
0.000120 -0.001424 0.004098
-0.000382 0.000005 0.001085
-0.000313 0.000191 0.001039
0.001727 0.000912 0.005627
-0.000061 0.000272 0.000791
-0.000019 -0.000996 0.002844
-0.001154 0.000068 0.003306
0.002101 -0.000379 0.006159
-0.000045 0.001625 0.004669
0.000089 -0.000876 0.002512
-0.002087 0.000084 0.006023
0.000122 0.000119 0.000484
-0.000232 0.000264 0.000996
0.000341 -0.002016 0.005894
Iteration 12:
-0.000764 0.000221 0.002266
0.000259 0.000137 0.000830
0.000629 -0.000005 0.001789
-0.000225 0.000114 0.000715
-0.000231 0.000125 0.000744
0.000148 0.000046 0.000438
0.000044 0.000053 0.000195
0.000327 -0.000101 0.000972
0.000395 -0.001067 0.003251
-0.000198 0.000071 0.000596
0.000102 0.000171 0.000564
-0.000075 0.000006 0.000212
0.001712 -0.000132 0.004934
0.000630 0.000063 0.001802
-0.000090 0.000509 0.001470
-0.000500 0.000347 0.001731
0.000010 -0.000185 0.000525
0.000217 0.000214 0.000865
-0.001890 -0.000528 0.005652
0.000027 -0.001303 0.003732
-0.000036 0.000158 0.000460
-0.011518 0.000283 0.036120
0.000604 0.000110 0.001745
-0.000301 0.001042 0.003100
0.000832 0.000375 0.002605
0.000512 0.000022 0.001457
-0.000131 -0.000107 0.000478
0.000033 -0.000518 0.001476
-0.000060 0.000210 0.000620
-0.000010 0.000159 0.000451
0.000036 -0.000121 0.000357
0.001318 -0.004180 0.012909
-0.000005 0.000335 0.000951
0.000088 -0.002265 0.006548
0.001496 0.000113 0.004304
-0.000424 0.000178 0.001307
0.000107 -0.002122 0.006131
-0.000042 0.000127 0.000378
-0.000011 0.000253 0.000719
-0.000141 0.000709 0.002057
0.000023 0.000097 0.000283
-0.000102 0.001255 0.003603
-0.001378 0.000132 0.003967
-0.000621 -0.000124 0.001802
0.000066 0.000181 0.000545
-0.000088 0.001021 0.002925
0.000468 0.000066 0.001343
-0.000049 0.000166 0.000491
0.000072 -0.000035 0.000226
-0.000178 -0.000525 0.001576
Iteration 13:
0.000597 0.000140 0.001744
0.000007 -0.000048 0.000138
-0.000526 -0.000004 0.001495
0.000009 0.000081 0.000231
0.000049 -0.000107 0.000334
-0.000035 0.000024 0.000121
-0.000007 -0.000000 0.000021
0.000204 0.000040 0.000589
-0.000226 -0.000326 0.001125
-0.000032 0.000062 0.000197
0.000087 -0.000150 0.000491
-0.000082 -0.000016 0.000238
-0.000343 -0.000103 0.001016
0.000471 0.000045 0.001345
0.000009 0.000131 0.000372
-0.000341 -0.000132 0.001036
-0.000093 0.000053 0.000302
0.000006 -0.000097 0.000276
0.000397 0.000131 0.001187
-0.000004 -0.000926 0.002643
-0.000012 -0.000191 0.000542
0.002552 0.000224 0.007421
-0.000363 0.000033 0.001034
-0.000267 -0.000126 0.000837
0.000005 0.000284 0.000805
-0.000528 0.000017 0.001501
-0.000006 0.000103 0.000292
-0.000035 -0.000517 0.001474
-0.000044 0.000036 0.000161
-0.000004 -0.000049 0.000140
-0.000004 -0.000000 0.000011
0.000917 0.002176 0.006827
-0.000072 -0.000053 0.000251
-0.000214 -0.000367 0.001206
0.001173 -0.000003 0.003353
0.000501 -0.000042 0.001428
-0.000075 -0.000950 0.002720
0.000024 -0.000023 0.000094
-0.000048 0.000033 0.000165
-0.000146 0.000271 0.000872
0.000060 -0.000032 0.000192
-0.000049 0.000151 0.000451
-0.000470 0.000005 0.001336
-0.000685 -0.000017 0.001950
0.000008 0.000140 0.000398
-0.000124 0.001320 0.003796
-0.000030 -0.000020 0.000102
-0.000065 0.000049 0.000231
-0.000048 0.000009 0.000139
-0.000114 -0.000004 0.000323
Iteration 14:
-0.000465 -0.000145 0.001384
-0.000022 -0.000030 0.000104
0.000285 -0.000018 0.000809
-0.000001 0.000019 0.000054
0.000034 -0.000006 0.000098
-0.000044 -0.000040 0.000167
0.000001 -0.000011 0.000030
0.000100 -0.000020 0.000287
0.000163 0.000068 0.000501
0.000003 0.000004 0.000014
-0.000006 0.000024 0.000069
-0.000043 0.000002 0.000122
-0.000166 0.000015 0.000473
-0.000041 -0.000053 0.000189
-0.000024 -0.000004 0.000067
-0.000009 0.000107 0.000304
-0.000036 -0.000013 0.000108
-0.000010 -0.000020 0.000063
0.000021 -0.000011 0.000067
-0.000000 0.000626 0.001782
-0.000009 0.000054 0.000155
0.000063 0.000164 0.000498
0.000010 -0.000029 0.000086
-0.000040 -0.000192 0.000556
-0.000020 0.000058 0.000174
0.000213 0.000002 0.000604
-0.000013 0.000017 0.000060
-0.000016 -0.000296 0.000840
-0.000046 0.000028 0.000152
0.000005 -0.000029 0.000082
0.000003 -0.000000 0.000008
0.000801 0.000537 0.002752
0.000026 -0.000016 0.000086
0.000155 -0.000187 0.000689
0.001023 -0.000016 0.002923
-0.000270 -0.000019 0.000769
-0.000048 -0.000041 0.000180
-0.000054 -0.000016 0.000158
-0.000003 -0.000037 0.000107
0.000046 -0.000112 0.000344
0.000017 -0.000014 0.000063
-0.000014 -0.000112 0.000319
-0.000215 -0.000027 0.000614
-0.000573 -0.000017 0.001629
-0.000002 0.000025 0.000070
-0.000006 0.000996 0.002844
-0.000006 -0.000010 0.000032
-0.000029 0.000051 0.000166
0.000021 -0.000031 0.000104
-0.000013 -0.000033 0.000101
Iteration 15:
0.000183 -0.000096 0.000587
0.000001 -0.000000 0.000004
0.000448 0.000008 0.001271
-0.000002 -0.000009 0.000026
0.000008 -0.000002 0.000024
-0.000034 -0.000006 0.000098
0.000004 0.000008 0.000026
0.000036 0.000002 0.000102
-0.000076 0.000045 0.000249
0.000004 -0.000010 0.000031
-0.000008 0.000003 0.000024
0.000017 -0.000005 0.000051
-0.000020 -0.000020 0.000080
0.000035 0.000011 0.000104
0.000019 0.000000 0.000053
-0.000001 0.000024 0.000069
0.000024 -0.000008 0.000070
0.000000 0.000020 0.000057
0.000003 0.000007 0.000022
-0.000002 0.000489 0.001390
0.000008 -0.000001 0.000024
-0.000005 0.000008 0.000028
-0.000003 0.000001 0.000010
-0.000033 0.000029 0.000123
0.000001 0.000011 0.000031
-0.000018 -0.000003 0.000053
-0.000005 0.000019 0.000057
0.000007 -0.000358 0.001017
0.000001 0.000008 0.000024
-0.000006 0.000004 0.000019
0.000001 -0.000003 0.000009
-0.000052 -0.000108 0.000340
-0.000033 0.000002 0.000094
0.000090 0.000095 0.000371
0.000456 0.000007 0.001296
0.000125 -0.000002 0.000353
0.000008 -0.000036 0.000104
0.000016 0.000010 0.000053
-0.000001 0.000004 0.000012
0.000017 -0.000046 0.000140
0.000007 -0.000007 0.000027
0.000001 -0.000002 0.000006
-0.000007 -0.000018 0.000056
-0.000443 0.000006 0.001258
-0.000001 -0.000020 0.000055
-0.000004 0.000196 0.000556
-0.000002 -0.000006 0.000018
-0.000001 -0.000016 0.000045
-0.000005 0.000013 0.000040
0.000015 -0.000019 0.000068
Iteration 16:
0.000106 -0.000018 0.000304
0.000000 -0.000002 0.000007
-0.000124 0.000004 0.000351
0.000001 0.000002 0.000005
-0.000001 0.000002 0.000005
-0.000011 0.000000 0.000030
0.000002 -0.000001 0.000005
-0.000037 0.000000 0.000105
0.000028 0.000053 0.000170
0.000002 -0.000003 0.000009
-0.000001 -0.000001 0.000005
0.000010 0.000001 0.000028
-0.000002 0.000014 0.000041
-0.000000 -0.000000 0.000000
0.000012 0.000003 0.000034
-0.000001 -0.000010 0.000027
0.000002 0.000001 0.000006
0.000001 -0.000004 0.000012
-0.000000 -0.000005 0.000013
0.000003 -0.000431 0.001224
-0.000001 0.000002 0.000007
-0.000001 0.000004 0.000011
0.000003 0.000004 0.000015
-0.000026 -0.000005 0.000074
0.000002 0.000002 0.000008
-0.000010 0.000001 0.000028
-0.000004 0.000017 0.000051
0.000002 0.000268 0.000760
0.000001 -0.000000 0.000004
0.000006 -0.000000 0.000018
0.000000 0.000006 0.000018
0.000010 -0.000032 0.000096
0.000000 -0.000003 0.000009
-0.000004 -0.000009 0.000028
-0.000117 0.000003 0.000332
-0.000086 0.000002 0.000244
-0.000001 0.000034 0.000096
0.000006 0.000013 0.000040
0.000001 0.000003 0.000010
0.000020 -0.000014 0.000069
-0.000001 0.000008 0.000024
0.000001 0.000002 0.000007
-0.000002 -0.000015 0.000044
0.000047 -0.000004 0.000135
0.000001 0.000009 0.000026
0.000005 -0.000136 0.000386
0.000000 0.000004 0.000013
-0.000001 0.000008 0.000022
0.000001 0.000004 0.000013
-0.000010 -0.000012 0.000045
Iteration 17:
0.000024 0.000004 0.000070
-0.000000 -0.000001 0.000003
0.000053 0.000000 0.000151
0.000002 -0.000001 0.000006
0.000002 -0.000000 0.000005
0.000002 0.000001 0.000005
0.000001 -0.000000 0.000003
0.000024 0.000000 0.000067
0.000001 -0.000055 0.000155
0.000002 0.000001 0.000006
0.000000 0.000001 0.000003
-0.000002 -0.000000 0.000005
