Iteration 0:
3.228651 2.073629 24.437900
1.884807 2.423985 30.816035
2.870158 0.689262 25.584502
0.750810 -0.238269 19.833188
3.465514 2.091690 37.765221
0.924598 -0.853440 6.633370
1.214996 -1.515229 31.544685
5.120000 -1.860367 35.993694
5.120000 -0.252086 39.119327
-2.452118 1.271531 38.529240
-0.202767 -0.015396 7.163720
-2.423801 -2.155788 33.818052
-0.684454 -1.328262 30.957272
1.622608 0.261881 30.623797
1.112197 1.053566 5.291602
-0.403155 -1.962276 22.497760
0.638751 -1.502166 39.098086
1.114672 1.589547 24.712931
0.230570 -1.428110 29.871946
-1.012508 0.823561 7.275105
2.144580 4.062812 25.724477
1.039123 2.881894 12.315066
-0.364944 -1.350548 34.473304
-0.513881 -0.753939 30.547042
2.696912 -0.904642 23.107697
-3.782547 -4.347886 56.950885
-0.786434 0.810809 15.278142
0.773679 2.935008 18.552809
-0.145110 1.485444 26.062187
0.937660 -0.554455 21.364346
1.133107 -0.243438 14.229162
-0.831052 1.227787 15.931638
0.893619 0.181805 8.828640
Iteration 3:
0.463260 0.046715 20.379214
-0.121252 -0.543485 22.703541
0.346650 0.878851 19.358769
-0.006084 1.604654 20.497122
0.005573 1.282903 13.704675
-1.394059 2.087783 25.650328
0.016511 -0.442696 19.608802
-1.556070 -0.423769 40.861427
1.573175 0.190595 27.826290
4.933333 1.317931 41.079050
-2.957604 -1.274912 22.284428
0.585890 5.104530 47.058695
0.933664 1.380542 20.946679
-0.265741 -3.123745 23.689214
5.120000 -0.080509 30.183576
1.350600 -0.048302 18.191782
3.623723 0.519193 50.455888
1.786484 0.779905 19.659532
0.365846 0.194482 23.406585
-0.457946 -0.762738 29.644935
-0.584005 -0.485691 39.175634
0.269578 -0.026123 11.434748
0.978585 0.235057 10.165745
-0.129500 1.517297 25.391607
0.216055 0.731783 19.607568
0.201723 -0.430816 26.309226
3.449255 0.786443 39.742032
-1.153262 -2.000824 9.622632
-4.114908 -1.059674 21.245162
-2.126144 -0.801722 14.950328
1.006038 -0.854379 5.651057
1.352325 3.637806 47.537675
-2.677200 3.034932 31.034415
-0.313037 0.936370 15.621397
0.713643 -0.639112 29.599426
-1.234633 -1.748400 23.717728
3.366817 -0.156949 32.539260
-5.120000 1.138194 33.758948
-0.405470 0.583805 37.437988
0.427560 0.855798 23.728544
0.476210 -0.068332 21.027545
0.230596 2.003150 12.851586
0.218836 1.216045 17.463748
-4.598551 -1.137875 44.108241
-0.894141 -1.249814 14.481518
0.724654 -0.259101 22.749576
-0.759638 0.240654 19.442859
0.517195 -0.411841 38.883474
-0.609739 1.377854 37.182583
0.066482 2.134198 8.768242
Iteration 4:
0.590434 1.209840 27.744313
0.402736 0.812870 25.164624
0.387306 0.363498 34.420323
0.587405 -0.133212 22.195347
1.386233 -0.895748 22.345862
0.780039 0.469176 28.765436
1.801068 0.231194 18.964495
-2.212231 -1.117655 16.402487
1.229795 0.183361 16.214118
1.357323 1.336624 35.050658
0.157232 1.155101 10.239094
0.369814 0.807801 24.073785
-0.389322 -3.114914 30.027508
5.120000 -0.621239 46.546832
0.701225 0.392316 31.459547
-0.588188 0.436966 38.266550
0.016351 -1.160930 6.091909
0.875329 -0.034234 3.912144
0.785472 0.546136 28.287642
0.987402 1.208321 9.877391
-3.251149 -0.801129 28.126385
1.025614 -1.488353 23.369540
-0.356492 1.780162 27.615117
2.123201 -0.609312 25.461310
0.584349 1.133924 23.591748
5.120000 2.255172 44.335426
0.147378 -0.648778 20.372097
1.041328 0.138250 4.980175
-2.378281 -0.568940 42.271631
0.954118 -0.679309 16.081496
0.902122 -0.366806 19.478349
0.159294 2.758876 21.683719
1.217641 3.023099 18.707695
-1.393478 0.144219 23.637369
0.314704 -0.428550 33.246187
0.331292 0.921800 17.030960
-0.432182 -1.805541 29.133224
-0.411397 -1.516168 40.906445
3.021615 0.312543 23.149221
-0.099275 0.733236 13.482006
0.369894 -3.934926 33.285369
1.118157 -0.287141 16.276783
1.263266 -0.985427 13.441390
1.525498 0.050300 22.696884
1.151449 -0.045870 5.936458
1.298426 0.054738 15.270511
2.133802 1.550176 29.793903
-0.309095 -0.087965 15.220509
0.961541 0.361960 17.814753
1.423598 -0.858613 25.326712
Iteration 5:
1.111516 -1.759885 16.067910
1.893089 -0.374819 22.959885
3.090363 -0.574228 30.381019
1.541380 3.386919 51.091256
2.062288 0.384224 22.625557
0.930416 0.608952 19.924064
2.475334 -0.331668 41.026557
0.489372 0.061525 20.958931
0.851642 -0.067793 5.662465
2.014997 -3.004914 13.138851
1.193532 -0.371905 25.021047
0.318654 -1.439036 35.628795
0.834608 0.294532 18.475771
1.131801 0.048401 4.979664
-0.736602 0.141524 15.103310
0.572555 -0.158658 23.902503
-1.334517 0.386657 34.564272
2.534443 -1.831018 34.669278
4.368495 0.683575 50.380745
-1.310332 0.348202 31.324893
1.358707 0.822665 24.425580
0.499991 -1.069777 22.340200
0.716855 -0.273647 24.136589
0.108493 -2.728579 21.033638
4.645945 -0.106647 39.840505
1.893679 -1.148634 11.107904
0.857740 -1.683974 21.337837
1.336210 -0.325231 31.599779
2.046368 -0.160981 9.328833
1.433112 -0.087621 22.668849
1.106453 -0.040356 3.700335
5.120000 -0.278533 40.785470
2.285642 -0.587815 36.306531
2.440764 -0.243058 34.895688
-1.678667 -0.079948 18.393115
0.856596 0.852331 9.256517
0.402669 0.024345 18.467115
1.421541 -0.058524 21.501993
0.121655 0.363609 19.476219
-0.721510 -1.188575 19.949490
1.986762 0.247840 13.907525
0.302050 -0.667713 28.692479
1.278856 -0.665873 28.925132
1.381942 -0.568380 38.696616
1.328582 -0.594197 35.156517
1.821100 1.280672 22.551584
1.207656 -1.496669 31.066969
-1.141825 -1.230920 15.337521
-0.045008 -2.808717 14.681968
2.271497 3.472824 48.421364
Iteration 6:
-0.299922 -0.394153 31.199612
2.000151 -0.932436 5.757675
0.488381 0.091383 21.823826
0.574119 -0.658377 35.142222
-0.090613 0.045144 1.987275
2.536204 1.157204 32.008075
0.165305 0.039258 5.257656
-0.705901 0.421206 32.210557
2.089057 0.748433 16.547886
1.114988 -0.198337 10.591522
0.133935 0.675673 18.313498
0.697573 -0.955331 15.025379
0.875101 0.385465 21.359238
1.229405 5.120000 39.145748
-0.066825 0.128675 3.983728
-0.815222 -0.723540 18.858722
2.719516 -1.643263 38.214690
-2.016777 -1.693438 20.470210
-3.616694 0.874406 34.230728
-0.238051 0.570440 28.668433
-0.966020 1.358599 19.312190
0.438626 -0.429372 38.673804
0.341863 -0.266499 26.679430
0.784015 -0.403556 26.876023
1.445570 -0.908214 23.952770
-1.326891 -0.567597 35.839781
-0.224822 0.747259 19.205764
0.650036 1.301057 31.144575
-0.052741 -0.047964 0.999832
0.264858 -0.099121 12.889699
2.268747 0.539883 36.301522
1.776716 0.367671 28.359221
-0.746077 -0.192304 17.293806
2.320274 -3.586685 51.074412
0.546783 0.098256 21.725624
1.775610 1.479014 33.651287
-0.407143 0.238189 27.826811
0.917270 -1.227051 12.230974
0.499606 0.856657 24.772450
0.328254 -0.368988 31.764042
-0.185953 0.182891 12.058838
-0.272039 0.024368 11.571885
3.459731 0.135526 35.081413
-2.131968 -0.010025 7.810431
-0.641474 0.170963 21.978927
-1.303064 0.904307 17.542151
2.132363 -0.406538 26.300506
1.584548 -4.256423 49.653252
-0.488734 0.732429 31.852071
-0.922897 -0.357863 18.400732
Iteration 7:
-0.016288 -1.959393 4.215533
-1.319120 -0.425962 35.066549
-1.588152 3.714622 47.030206
-2.197324 1.042155 13.013393
1.271111 3.621719 43.270482
-1.948569 -0.188262 10.567420
1.332958 1.923025 21.601297
-0.337148 0.160419 20.009487
-1.088735 -1.533922 24.826391
-0.818810 2.004684 10.503503
5.120000 1.128792 33.298302
0.716082 -0.248480 22.594095
0.032131 -0.264292 11.170780
-2.591053 -1.058347 26.905794
0.515363 -0.228168 28.903645
-0.005611 -0.382422 17.545519
0.229275 0.002188 8.754989
-0.114669 -0.016962 2.555341
-1.862860 -0.595607 25.562619
-5.120000 -2.966869 37.942916
-2.222743 -2.025144 17.462110
1.153590 -0.785972 14.013645
0.844502 -0.352199 21.231330
-0.323394 0.595986 33.145341
-1.609642 0.284881 32.565721
-0.293479 2.890127 23.426789
-1.383254 0.435645 38.724875
-1.812403 0.350682 25.499008
0.073533 0.998970 2.052030
0.134431 -0.186936 9.553592
-0.487378 1.200597 28.593073
1.504918 -2.123958 29.653970
-0.557909 1.335157 36.538148
-0.859751 -0.048801 4.845811
-0.441231 -0.908847 21.942412
0.345570 0.675533 30.736236
-0.803022 0.024731 7.495754
0.073602 1.948833 5.366105
-0.060124 0.136351 4.178098
-0.877768 -0.117151 6.180213
-0.819727 0.674967 21.427012
0.497047 -0.021263 20.334902
-1.281249 -1.886767 19.578292
-0.359413 0.647845 32.881474
-0.569612 0.467875 39.398964
-3.206292 -0.528309 37.689812
-1.643643 -0.214336 26.721596
-0.667287 0.791152 23.480488
-0.658427 -0.299570 29.029156
0.507651 -0.046343 20.669258
Iteration 8:
-0.376657 -1.455902 39.024419
0.678885 0.097723 16.618104
-0.690990 -0.146237 18.054734
0.198773 -0.224063 15.303874
-0.140941 0.649197 20.031363
-0.709846 1.164658 19.247667
-3.320268 -1.371505 44.092318
-1.845485 -2.977188 16.726010
-0.482838 -0.361344 36.744713
0.448962 -0.422661 38.712824
1.223103 1.449088 31.406569
0.322103 -1.049821 16.068790
0.158434 0.653168 20.726328
1.386533 -0.065592 20.328499
0.142987 -0.562091 23.356465
0.158738 1.454682 26.313579
1.186652 0.035227 7.777349
-0.694253 0.213926 21.711963
-0.369022 -0.947141 18.380282
0.333274 2.413611 39.496005
0.350333 1.105291 19.348819
-1.716990 0.182388 20.918979
-1.116661 -1.962979 7.937869
1.848594 -0.126512 10.623574
0.243330 -0.012978 9.673646
0.092850 -0.029903 1.839525
-1.829248 3.989114 24.506465
1.493707 -0.287142 34.618360
-0.637125 3.383097 45.785126
-5.120000 2.606881 53.549120
-0.786114 -0.269836 19.684170
-4.244473 -1.126420 31.929489
0.426469 -0.118371 21.788094
1.068588 -2.375355 24.785338
-3.486843 0.401987 50.448442
-0.739788 0.322828 25.710605
0.613695 0.013812 17.969516
-1.343742 -1.035999 18.688936
-2.319520 -2.606442 44.249901
-0.054783 -0.635714 17.573135
-0.254829 0.146994 14.360345
0.323757 0.060958 15.303303
-1.510083 0.070916 23.241702
-1.347101 -0.808771 24.588988
0.054253 0.223471 8.969101
-0.533384 0.485716 40.260987
-0.156361 1.319271 20.431327
0.360421 0.124110 19.429395
5.120000 1.012000 29.977269
0.672271 -0.391172 33.048858
Iteration 9:
0.619884 -0.568736 37.084212
0.591961 -0.076427 19.863860
1.453358 0.280157 33.647898
-0.169302 -0.463920 25.132111
-0.640091 0.033428 17.000416
-0.725709 0.334602 27.227793
3.257138 -0.054314 21.636912
-0.025701 -0.083569 1.484895
0.268403 1.642294 30.185445
-0.320914 1.157779 20.277581
-0.314285 0.081976 15.333097
0.083030 -1.274579 14.499906
0.196980 0.072685 7.798858
0.513516 -0.398032 38.402942
0.798764 -0.069294 8.559579
2.485969 -0.703327 39.526566
1.264858 -0.044224 12.917579
0.328934 0.123065 17.725531
0.000585 0.135985 3.452015
2.373418 -0.186356 28.775124
0.536662 0.703775 33.382895
0.431657 -0.180576 25.085994
0.019918 -0.151204 4.284996
-0.168740 -1.242745 16.230418
1.242617 0.206403 18.417858
1.298906 0.055975 15.327160
4.408758 0.646376 54.316697
-5.120000 0.622201 46.506168
2.981426 0.930275 10.766729
0.266401 0.510915 31.337183
-1.690136 -1.490609 38.734345
2.078935 -1.476196 27.594376
0.289662 -0.530974 32.643402
-0.142626 -0.352357 19.895271
0.291692 -0.786528 21.018438
4.807982 2.320662 49.234471
1.004359 -0.726654 13.002132
-1.162741 0.515329 26.359118
-0.250423 1.083154 12.596631
-0.937295 -0.365184 18.399787
-1.002861 -0.951016 2.381682
-0.701312 0.549865 33.319016
-0.393706 -2.035130 22.390839
0.516338 1.540947 42.259345
1.205244 -0.503041 28.928665
-0.964349 3.538193 33.412057
1.136963 -2.744692 22.639409
-0.404434 -0.691460 32.488255
-0.019842 -0.021015 0.165493
1.571868 -1.992761 25.449888
Iteration 10:
0.344729 0.168000 20.826540
-0.470609 -1.739275 33.749897
0.250727 0.172980 15.485867
0.011965 0.672058 15.183856
0.023184 0.115444 2.637157
1.348902 -0.164075 22.527996
-0.710036 -0.003345 12.991104
0.877955 -0.635594 20.558698
-1.040734 0.619691 19.095836
-2.901793 0.238086 19.573346
0.352584 0.681349 30.777920
0.283536 0.839015 17.570030
-0.647144 0.823393 22.669158
0.685699 -0.775772 23.390931
0.931637 0.767854 11.246500
2.546945 -0.275573 37.730908
-0.009030 0.035870 0.270360
1.908093 0.361352 21.832398
-0.203526 0.020380 7.245008
0.767758 0.045370 9.881617
0.949355 1.473287 23.433367
-0.136489 0.141963 7.217431
1.726201 -0.582678 33.489797
0.442891 -2.159148 28.817771
-0.660113 -2.618300 40.005874
2.930808 -1.064231 11.455826
-0.252405 -0.258455 20.812589
-1.625691 0.314560 33.728203
0.609644 -0.671958 33.251928
0.429791 -0.130741 22.433012
1.025456 -1.127761 5.503704
0.447487 -0.017522 19.721687
-0.376157 0.592147 35.984662
0.399004 -1.840999 26.190546
0.224584 0.627274 25.823105
-0.111430 0.422964 21.395008
1.445205 -0.589099 40.322309
-0.204340 0.156811 11.710256
1.003585 1.922436 5.869699
0.255674 -0.028461 10.582055
2.677929 0.133766 24.893275
-5.120000 0.550159 48.734853
-1.889894 0.025543 5.999958
0.317120 -0.518339 34.396292
0.696513 0.081209 15.063279
0.482260 -0.206492 27.513404
3.803787 -2.890879 31.770203
0.027161 -0.553971 19.883397
0.336746 -1.543169 37.313714
-0.831050 0.479904 25.966094
Iteration 11:
-2.584474 0.423067 44.336971
1.910292 -0.252573 15.421572
-0.759714 0.022980 10.071759
-0.253281 -0.071276 11.261508
-0.036564 0.139875 3.903367
-0.582146 -1.084807 21.599425
1.306173 0.586167 34.076217
1.411004 -1.929736 25.150535
-0.075366 0.704789 14.405464
-1.007713 -0.148446 5.092723
-0.301688 1.119762 17.235849
5.120000 0.217277 36.930359
-0.340372 3.715621 41.442989
1.272033 0.048922 13.469162
0.315652 -0.509257 34.351083
-0.003359 0.022675 0.104075
-0.328703 -0.104305 16.936642
-0.079160 0.027889 1.371796
-1.043071 0.315740 15.565761
0.302370 0.877118 16.927656
0.125551 -0.572700 22.271933
-0.787272 0.543402 28.225047
0.595373 0.866179 22.693838
0.209592 0.124967 10.475308
-0.183734 -0.508167 26.234463
-0.182257 0.679738 20.638912
1.191159 0.338351 23.190379
1.916988 -0.961469 6.220548
-0.733227 0.654740 27.652613
-0.400974 1.381538 37.550902
0.535510 -0.235987 29.215255
-4.333391 -0.815145 40.466067
0.478340 -0.347128 35.987780
-3.923014 -1.825070 25.324379
0.839370 -4.327251 38.770361
1.452246 0.623416 39.191965
-1.733997 0.078493 15.208430
0.798411 3.307142 32.093250
-0.968421 0.390602 19.015801
0.398863 -0.349084 34.160131
-1.191429 0.165123 12.765368
-0.827725 2.480438 32.070457
0.552089 0.040939 20.104681
-0.468354 -0.818577 26.515649
-0.910537 0.064076 3.171427
-0.122765 0.581460 21.901990
0.008037 0.170765 5.266630
-1.160448 -0.534393 26.065140
-0.011485 0.249855 10.079483
-0.073101 -0.227610 9.691371
Iteration 12:
0.121181 0.301065 16.020392
-0.059756 1.586793 21.767609
-0.765336 0.085980 11.055100
0.537148 0.911357 22.359276
1.242896 0.028637 11.260844
-0.175029 1.685850 22.256850
-1.940904 0.393407 22.443166
0.022813 -0.249342 10.123935
0.355549 0.515413 36.501492
-0.725005 -1.190208 19.837181
0.089847 -0.115600 4.096901
0.400996 -0.072923 19.324369
-2.267633 -0.494716 36.487073
-0.215616 0.160441 12.593738
-0.318951 0.050813 14.807727
-0.305214 -0.140748 17.175038
0.951236 1.010473 2.413273
-1.055150 2.339168 22.493474
-0.153448 0.226977 12.932276
2.716565 -0.879636 22.964828
5.120000 0.505601 49.174154
-0.780872 -0.460831 28.593222
1.740316 0.089324 15.178791
0.019050 -0.828883 6.003039
-2.490562 -0.173441 31.588436
0.057701 -0.006752 0.662408
-5.120000 0.854862 33.533304
-0.671494 0.664912 30.723298
-0.496897 -0.281268 32.276154
-0.614825 2.533565 44.083789
-0.574446 -0.243637 28.915475
-0.386561 0.562855 37.262091
0.767950 2.239288 23.806161
0.628830 1.422300 38.149006
-0.260822 -0.504789 30.997777
-0.314125 1.559303 35.764873
-0.579686 -0.059298 19.798196
-0.687165 -0.776894 23.240263
-0.941868 0.317390 15.756346
0.571250 1.285109 33.180527
-0.116813 -0.029587 2.761536
-0.307819 -0.257025 24.155510
0.348706 0.043260 16.302504
-0.197999 -0.023239 6.936689
-1.907268 0.011969 5.316000
0.324233 0.310069 28.383463
-1.317258 -0.504151 36.087207
-0.891754 -0.095672 4.782477
-0.051813 0.150450 4.695595
-0.912356 -2.516032 28.590434
Iteration 13:
0.197799 0.012207 6.847306
0.293811 -1.021405 13.938015
-0.315585 -0.166450 19.120723
-0.506982 0.027472 20.396769
-0.548697 -0.196591 26.582103
4.472723 -0.160114 44.532154
0.274848 -0.604126 29.930492
0.193809 -0.317561 20.799409
-0.148457 0.035009 4.308234
-0.837673 -0.021826 5.561799
-0.808312 -0.316492 21.228420
1.353352 0.264230 28.841223
-0.321112 -0.252525 24.646379
0.135046 0.094470 5.126747
0.937784 0.110538 3.962525
-0.315690 -0.276977 25.874542
-0.381427 2.642874 40.715094
-0.711197 1.052443 14.565392
-0.177719 -0.041300 5.981046
1.489963 -1.471889 44.210985
-0.497254 -0.334500 35.420998
-2.256466 0.301335 28.758486
0.678513 -0.746573 25.575227
0.279618 -0.487555 32.135578
-0.543952 -0.798685 27.543405
2.285420 0.447010 37.081008
0.450623 1.372653 38.575843
-0.526054 0.568623 39.551153
-5.052918 -1.197289 34.261462
-0.241841 -0.029345 9.716454
0.211496 0.062760 8.420393
-0.964508 0.072378 2.199486
-0.709512 -2.502720 39.282123
0.212835 -0.224666 16.196682
0.523809 1.131660 24.674272
-0.170364 0.407539 23.757066
1.089834 0.156592 7.225560
0.254041 -0.246990 20.190339
2.575819 -0.326729 40.264614
0.216142 -0.649199 24.275337
-0.094054 -0.659382 17.530569
1.085668 -2.346442 23.794040
-0.996957 -0.618924 18.714629
-0.115886 0.528196 22.671727
-0.329003 -0.498769 35.119289
0.536506 0.343774 35.701048
-0.836901 -2.660413 27.921661
-0.435734 2.077212 24.854339
0.194096 -0.455675 26.419237
-0.774413 1.079862 11.470699
Iteration 14:
0.598952 0.405457 36.938780
-1.567908 0.021518 21.653516
-0.408925 -0.254496 28.921332
0.080166 0.150188 5.402673
0.062461 -0.211882 8.436847
1.552977 -2.263173 37.811523
0.589400 1.353149 36.678613
0.400695 -0.311433 32.138107
-0.160789 0.041213 5.044617
0.460280 -0.082299 21.216279
0.295989 -0.198124 19.774314
-0.646325 0.105043 18.591952
3.838132 0.195559 26.156346
-0.645339 0.042316 16.881889
0.644751 -0.142314 20.315825
2.937657 0.295916 22.319928
0.170078 0.009890 5.235057
0.293862 1.138915 17.678051
0.772640 0.048148 9.635718
0.537408 -0.422459 39.028786
0.156540 -0.960359 5.714810
0.551463 0.588224 38.634433
0.269666 -1.276132 24.568280
-0.145761 -0.035869 4.184202
-0.707972 -0.757787 23.196478
-0.715886 0.487867 32.848512
-2.058863 0.731802 16.591539
0.728800 -1.581824 33.068680
0.180985 -0.157349 10.357629
-0.707448 -3.469974 45.005660
0.084688 0.242273 10.963154
5.120000 -2.994599 37.898096
0.656907 -0.615816 33.799221
-0.363887 -0.550015 36.505714
0.274568 0.168183 16.723940
0.466641 1.247571 31.402715
-0.792695 0.086795 9.435907
-0.236669 -0.435982 28.611363
-0.175590 -0.614387 23.427977
-0.206615 -0.290626 19.959836
0.410516 -0.242571 28.221362
-0.512131 -1.198130 28.467061
0.018874 0.103944 2.139336
2.453857 0.332011 40.642199
-0.443389 -0.025660 19.700982
-0.470341 -0.850752 24.855871
0.187703 -0.036155 6.478396
0.676678 0.006853 14.912901
0.088732 -0.002075 1.523022
0.159023 1.199955 12.962280
Iteration 15:
0.370491 -0.176972 22.607302
0.303595 -0.204345 20.608679
0.644223 -0.620349 34.242083
1.239902 0.268987 22.165844
-0.375047 0.222544 25.546771
0.715524 1.767141 24.709138
0.505520 0.179689 26.006351
-0.114086 -0.187455 8.679744
-1.024374 0.141625 4.891176
0.637486 -0.237882 26.197461
-3.329687 0.718473 38.371280
-0.377241 -0.592730 36.013715
-0.231134 0.139785 12.505732
-0.384680 0.018297 17.702116
-0.737363 -0.113898 13.803143
-2.485625 0.083385 27.485895
0.313343 0.065715 14.818591
-0.534029 1.459423 41.864151
0.263870 0.018046 11.004519
0.172407 -0.608167 23.493149
-0.892621 -0.532041 23.068807
-0.079821 0.868523 5.214703
0.660520 1.244247 26.953721
0.272847 0.008489 11.519355
0.365746 1.317092 32.608435
1.057970 0.821678 8.097516
-0.255688 -2.451187 35.964361
1.339256 0.506010 37.361239
-0.263047 -0.099316 12.782563
2.488362 -0.506316 46.413700
0.493959 -3.108029 32.113175
-0.419849 -0.993229 19.930332
-0.183729 -0.029335 6.159342
0.023441 0.370078 17.094815
-1.411340 -0.103246 22.522028
0.263385 -0.053744 11.477039
0.183169 0.244830 15.691902
0.224215 0.095585 10.196276
-2.527937 0.196594 32.982495
0.743990 0.993248 11.926580
0.016855 -0.319297 14.376062
-0.399829 0.348407 34.161725
0.000152 -0.046729 0.430134
-0.990592 0.373793 18.155694
-0.071412 -0.009561 1.013080
0.647745 0.432797 35.720489
3.325497 -0.161588 30.379024
-0.086705 0.238122 10.766233
-1.002359 0.117605 3.627799
0.514645 2.232379 34.101156
Iteration 16:
-2.050709 0.163212 9.548562
1.012187 0.022415 1.153334
-0.291702 -0.840978 17.972652
-0.157764 -0.048754 5.016413
0.295608 0.071976 13.924412
-0.355287 0.086783 17.727227
1.086895 0.411029 21.281830
0.096615 0.066138 2.651438
-0.797746 -2.922721 17.379354
-0.173014 -0.108322 7.619042
-0.189964 0.290242 18.938598
0.270224 1.300269 26.137234
-0.374407 1.004903 18.199411
-0.132664 0.284013 15.496600
-1.423916 -0.276652 32.649773
-2.840341 -1.565553 34.305854
0.109367 -3.927467 18.727182
-0.062544 -0.003334 0.768371
1.920308 0.510472 25.154165
-2.814917 1.185219 21.402950
1.188783 0.460279 27.563015
0.107627 0.025089 2.336907
0.888287 -0.050538 3.655469
0.023569 0.804283 7.411923
-0.366711 -0.253526 27.113691
-0.022372 0.025201 0.224865
-0.164666 -0.080171 6.167181
-0.218976 -0.834467 13.745746
0.309299 -0.005618 13.742186
-1.078994 0.044382 2.759163
-1.578639 -0.758827 31.317559
0.724539 0.100703 14.063958
2.219589 0.258751 23.643874
-1.163156 0.427571 25.328179
-0.784651 -0.047468 8.899390
0.257050 0.380430 27.961788
-0.048181 -0.051863 0.986017
1.220930 0.582785 28.691315
-0.156893 0.037797 4.784648
0.112488 0.938971 4.015997
0.276630 0.357168 28.105683
0.020336 -0.163661 4.946061
-0.532995 2.052996 24.834048
-0.561896 -0.620567 37.219335
-0.210150 0.504435 27.816976
0.430060 -0.442958 38.795620
-0.277740 0.037884 12.094687
-0.115443 0.109692 4.825223
0.382122 -0.412675 36.228762
0.005435 0.163349 4.853116
Iteration 17:
0.139473 -0.149988 7.763771
0.838562 1.368995 24.094864
0.146970 -0.693727 17.934573
-0.581374 2.737915 37.313894
0.199795 0.010753 6.960435
-0.008767 0.110234 2.331629
-2.288221 -2.900042 27.932937
0.174110 0.422038 24.442817
-2.076843 -0.518173 25.659767
0.247534 -0.242725 19.508325
0.120235 -0.493282 22.969322
-0.041238 -0.186818 6.504013
-0.106242 0.514763 22.379817
-0.155996 -0.022469 4.555349
-0.376582 0.065932 18.133031
-1.817044 0.334744 24.401271
-1.379037 -4.530923 59.490993
0.927883 -0.159525 6.512143
-0.281535 0.737103 23.400475
