Iteration 0:
-0.010211 -2.870097 7.070919
-2.356895 -1.623104 8.862564
-2.216897 1.368156 8.090941
1.933000 0.104198 5.161466
0.781543 3.619545 10.105857
0.082583 -1.714543 5.646740
1.782738 -1.708454 7.639774
-0.428365 -2.829799 8.564772
0.337875 0.330251 3.406739
-2.831460 0.845176 7.856752
-0.244206 0.679071 3.837787
-0.106392 1.155059 3.783503
-1.528515 -1.782116 7.693158
-1.414531 -0.843067 6.015715
0.356054 0.236165 3.124257
2.779340 0.455048 8.610905
-0.060562 2.373043 7.299714
0.737219 1.506352 6.358293
-2.941354 2.575136 10.190924
0.346584 -0.068618 2.508803
-0.112341 0.169624 1.422066
-2.710945 1.074009 8.092140
-0.098710 -0.098827 0.853595
-4.292314 -1.769673 11.413323
-0.090192 -2.446908 7.621332
1.453291 -0.577258 6.288114
-0.232429 1.576420 6.075380
-1.348136 0.890629 5.701535
-0.425462 -1.323176 5.774544
-2.561541 0.431645 8.467683
-0.777228 -0.243209 3.781710
-0.066114 4.294160 10.444672
-0.734822 1.350451 5.916633
-1.731155 -1.897008 7.404535
Iteration 3:
1.490787 -1.511947 7.537372
1.284355 3.113950 8.987425
-0.203134 1.986505 5.736044
-0.679441 -5.000000 11.590331
0.230370 2.886791 7.886205
-0.593443 0.216718 3.696077
-0.353242 0.549780 4.024358
-0.799055 -1.647458 6.419076
0.642010 -3.108935 8.875945
-0.792013 1.922915 6.040822
-1.923128 0.259893 6.008940
1.765680 -1.381218 7.424431
0.542279 -0.935724 4.577216
-0.966129 0.024434 2.601177
-0.590823 -1.197135 5.386377
0.154457 0.387122 2.955520
-0.981931 -0.460987 4.550888
0.206158 1.797158 5.906940
-0.926700 -0.479765 4.509286
0.113553 -0.583974 3.384632
0.860186 0.688204 4.464850
0.805599 -3.567111 10.042215
-1.783118 0.609403 6.643626
0.799954 0.471996 4.466893
-1.081720 -2.449535 8.061914
-2.487639 -1.602708 9.150184
-1.089763 -2.330591 7.621045
2.225615 -2.694212 9.608198
-2.215462 1.013410 6.714446
0.021094 2.694309 7.672401
-2.371714 0.544544 8.104182
-1.273457 2.054768 7.021730
-0.240389 -1.910146 5.912880
0.010352 -0.749006 3.086785
2.560322 1.792686 9.146037
0.841936 1.093708 4.273400
-0.145881 -1.657964 5.881377
-1.310962 -1.099899 5.773917
-0.160897 -0.979398 3.196292
-1.054070 -1.723330 6.214294
-0.668125 0.054044 3.274249
-0.000940 -2.891492 7.000122
-2.585874 1.788680 9.162993
-5.000000 -1.292913 11.640488
1.173095 -0.229590 4.484100
-0.600109 -0.765869 4.587836
1.329831 -0.220253 5.326631
1.003614 -0.523348 4.671359
0.311633 -0.137037 2.511523
0.929066 -2.533748 8.100621
Iteration 4:
0.247132 0.882409 3.688941
1.073460 -0.652686 4.799614
2.296132 -0.938992 7.257909
-0.806302 -1.211200 5.096277
1.956971 -1.929428 6.615495
0.017353 -5.000000 10.146727
0.781168 0.816584 4.321814
-1.152979 -0.800353 4.763376
1.444882 0.017621 5.387797
0.186957 -0.612386 3.620705
-1.687489 -0.084270 5.697656
0.490161 1.556577 6.460226
4.143557 1.018585 9.539349
-0.324701 -0.242407 3.015319
0.749718 -0.286919 3.974024
0.789190 0.370166 4.235986
-0.666019 -0.300124 4.015464
-0.434374 -0.475343 4.073168
-1.694190 -0.390681 6.505864
-0.066505 -0.322459 2.360580
-2.945898 -0.663816 8.431562
1.725362 0.692503 6.566435
0.703169 -1.566495 6.482492
0.861627 1.516902 6.251166
1.319116 1.724804 7.257636
-3.142061 -1.625196 9.629672
2.939210 -0.196453 7.656714
2.868014 0.565074 8.604318
-2.357626 0.877802 7.657828
1.068910 1.191281 4.884037
-2.870613 -0.815677 7.880855
0.196459 2.231973 6.901737
2.389085 0.476907 8.131720
1.284429 2.888490 8.611776
4.407423 -3.336340 13.057485
-0.434737 -1.164861 5.127407
-1.332685 -0.177277 5.208511
0.351106 -0.517162 3.958268
-0.200931 -0.056510 1.440096
0.117961 -0.140773 1.245951
-1.575852 0.928114 6.270654
1.407529 0.800151 6.042501
0.078991 0.900925 2.789404
0.544573 2.891113 8.614250
3.214283 4.775145 12.647881
2.105540 -0.868788 6.143663
1.156235 -2.953885 7.816081
-1.831244 -3.000999 8.448490
-0.517403 -0.838578 4.527562
-1.554003 -0.023678 5.641360
Iteration 5:
1.338464 -0.227050 5.386677
-0.074894 -2.340921 7.165815
-0.496255 1.149187 5.147573
0.112651 -0.154381 1.311870
1.303064 -1.215179 6.226661
0.692482 -0.270783 3.929404
0.446309 -2.404211 8.152278
0.639693 0.714477 4.604428
0.274967 0.192226 2.540513
3.032460 0.937681 7.361188
0.370368 1.558824 6.328151
-0.067078 -3.117962 7.568980
-0.113105 2.533305 7.849769
-0.009208 -5.000000 10.140911
0.036615 0.332824 2.374276
0.161265 0.425069 3.129315
-3.468208 0.314475 9.993210
0.480633 -1.616422 6.542293
-0.405119 -0.161435 3.053484
-0.951227 -0.590666 4.589999
0.933616 1.147313 4.359810
0.687447 -0.601163 4.589232
0.659630 -0.496305 4.458393
1.174139 1.115873 4.985975
0.134807 -1.836398 5.500580
-0.115913 2.523745 7.841083
5.000000 1.568162 12.140001
0.665799 -0.167629 3.573884
0.261842 0.721795 3.894033
-1.097508 1.054477 4.180318
1.699952 1.055839 6.277876
-2.285019 5.000000 12.048471
-1.422398 -1.573929 7.490980
0.587390 0.232163 3.736941
-0.016211 0.603074 3.250202
-1.814279 0.206600 5.877449
-3.849671 0.684302 10.116508
-0.251998 0.855050 3.736857
0.457991 0.508444 4.188511
0.757867 0.721623 4.531515
0.151267 -0.367015 2.853865
0.285165 1.735912 6.265874
-2.837780 3.261970 10.615385
0.525356 -1.253152 5.610516
-2.864194 -0.193315 7.737983
-1.110840 -1.372916 6.103160
0.119229 -0.236468 1.948760
2.497378 0.325566 8.228598
0.251086 -3.270237 9.205665
1.043235 -0.495070 4.749580
Iteration 6:
-2.026930 -0.799335 6.115260
-0.585059 -1.228079 5.521848
0.894125 0.328705 4.070191
1.296556 0.040916 4.666360
0.077541 0.059989 0.517463
-1.280171 0.884607 5.345744
-0.014304 -2.875179 7.056122
-0.115143 -0.352631 2.663404
-0.079830 0.571424 3.297412
-0.858368 0.568705 4.558621
0.547626 2.683484 8.634601
0.658197 0.411830 4.300425
-2.000081 -0.955517 5.434185
-0.082456 -0.042432 0.477785
0.885219 0.517074 4.532023
-1.445037 0.424975 6.155239
2.988484 -0.317374 8.302206
0.053776 -1.855544 5.155671
2.176889 0.446275 7.332988
-0.521140 -0.286550 3.787951
0.238707 -0.252464 2.649165
3.016753 1.619570 9.253912
-0.132732 0.327950 2.588329
0.667171 -0.883962 4.485405
-1.637042 -0.151503 5.902444
-2.520464 5.000000 12.654189
1.730382 -0.725486 6.508607
-0.814719 0.066360 2.976655
-2.028414 0.172218 5.652999
1.349436 -0.079377 5.040490
-0.151807 -0.614926 3.514217
0.295653 0.501718 3.772880
-0.126578 -0.712933 3.400483
-1.139533 -0.104038 3.658674
-1.593607 -0.973669 6.280203
4.131247 0.438351 10.720499
-0.339744 0.306032 3.326403
0.519700 0.459724 4.212369
-0.236431 -0.509674 3.612420
-0.263367 0.152330 2.281681
-0.637011 0.174116 3.593468
-0.057881 -3.603321 9.632748
2.627146 -0.449307 8.560139
-0.985699 0.152458 3.155766
-1.251383 0.209513 4.874272
-5.000000 2.872440 11.535246
2.274723 0.141962 6.962048
0.023157 -0.780800 3.004456
-0.703773 -4.905128 11.483737
-1.539254 0.722023 6.428459
Iteration 7:
-0.027894 -0.297593 2.134027
0.857404 -0.045266 2.796648
-0.017356 -0.459197 2.963221
-0.347728 -1.563769 6.299642
-2.429810 -0.598233 8.256018
0.333963 -0.491926 3.859374
0.212050 -0.098507 1.677750
-0.065624 0.178737 1.286452
-0.301981 0.495641 3.777574
0.848279 -1.226257 5.081868
-1.085791 -2.934655 7.440793
0.385309 0.049756 2.682259
0.623574 -1.286597 5.755016
2.668610 -0.917641 8.090586
1.842646 -2.451038 8.938200
-0.559680 -0.249448 3.749374
2.108525 -0.742378 6.699584
-0.193043 -1.402506 5.555771
-1.281573 -0.547781 5.734128
-0.456805 0.510033 4.189034
-0.059713 2.426010 7.509812
-1.220668 -0.627900 5.472650
-0.030886 -0.381701 2.642307
1.761583 -0.654140 6.604413
-0.237036 -0.534664 3.666708
-0.451619 1.645623 6.549152
1.584317 0.091364 5.750368
0.632418 -0.162769 3.555943
-0.564035 -0.051840 3.244122
0.303198 0.089746 2.297871
-2.272692 0.875073 7.218837
-0.095427 0.703934 3.319826
-0.192521 -0.765443 3.578161
-1.531860 0.269458 6.090946
1.106249 -0.283370 4.366379
0.283949 0.176076 2.515921
-0.369315 -0.075713 2.647306
0.003815 -1.795313 5.305792
-2.167746 -0.382954 7.184954
-0.088067 0.376775 2.713009
-0.722051 1.993611 6.389662
-0.678541 3.044669 8.550930
-1.613680 1.780024 7.726961
0.536800 1.110603 5.017413
-0.546878 -2.253193 7.696047
-0.456610 0.908742 4.457170
-0.621388 0.348680 4.114416
-0.134725 -0.356646 2.747054
4.743631 0.281202 11.615619
-0.410730 -1.555988 6.379702
Iteration 8:
0.256271 1.907331 5.994936
0.184568 0.805272 3.475933
0.427949 0.003749 2.841335
0.287922 -0.043070 2.086212
1.482540 -1.123945 6.476637
3.461563 -3.468244 12.339643
-0.103897 -0.104411 0.919685
-0.388483 -2.384347 8.036670
-0.342049 0.892007 4.122901
-0.820686 0.427016 4.379248
-0.615911 -0.544308 4.487349
-2.270761 0.288128 7.416862
-0.395792 -0.165684 3.029845
-0.352234 0.336083 3.476024
1.431896 0.026141 5.346016
-0.598740 0.734868 4.592522
0.906504 2.135276 6.202947
-4.643433 -1.099212 11.433063
-1.123195 -1.901360 5.935104
1.321644 -0.209265 5.253434
0.162099 -0.597350 3.531239
-0.815440 -0.158667 3.333127
0.017899 2.803882 7.324960
1.153368 -0.265052 4.531650
0.191512 -0.118746 1.617860
-0.143439 0.047273 0.941009
-0.506324 -0.317209 3.844448
0.644823 -0.928213 4.518762
2.844479 -0.086514 7.315615
-0.975262 0.782897 4.144517
1.299600 -0.284269 5.377311
-3.356830 -0.423240 9.853353
0.353535 -0.567311 4.054083
0.800710 -0.514536 4.526151
-0.752601 -0.974032 4.262398
1.315948 5.000000 11.743434
-0.112065 -1.304861 4.863450
0.010167 1.060742 2.884886
-0.398401 -0.325024 3.587600
-0.053083 0.146955 0.986895
0.044573 -0.256736 1.858825
0.121722 -0.051274 0.783494
-0.907997 -0.155336 3.149621
-2.773158 -0.341671 8.427824
-0.307006 -2.300478 7.596161
0.581809 -0.982856 4.637709
-0.228481 -0.135567 1.968840
0.138583 -1.095430 3.524407
-0.730975 -0.287847 3.983890
-2.507070 0.892525 8.094541
Iteration 9:
0.190158 0.996553 3.410697
-0.616154 0.697601 4.598860
-0.094399 -0.071692 0.676408
-1.320099 0.379847 5.688092
0.108303 0.073849 0.779052
0.007008 -2.552928 7.751982
0.715199 -0.535287 4.541023
-0.061958 -0.323494 2.357511
1.250230 -0.254115 5.033524
-3.777606 -0.066705 9.275708
-0.660871 -0.196900 3.673463
3.104766 -0.005667 7.377858
-0.161167 -0.246934 2.219362
-1.622397 -0.204806 6.044504
0.270722 0.079016 2.045670
0.913641 0.223144 3.540210
-0.174139 2.417994 7.709176
0.176330 -0.282324 2.507732
0.402997 1.730028 6.537741
2.214089 -0.579269 7.527538
0.056391 -0.001305 0.242079
-0.449208 0.103032 3.053360
-0.002037 0.060158 0.263904
0.918220 0.386434 4.287443
-0.017941 0.160491 1.024236
5.000000 -0.011941 10.142467
0.002819 -0.352974 2.472565
4.350753 0.015878 10.685142
-0.781254 0.056162 3.052883
0.326341 -0.139158 2.602795
-0.594908 2.405121 8.192801
-0.275713 -0.324497 3.150740
1.041225 1.457280 6.192216
0.087914 -1.837416 5.312445
0.422921 -0.312890 3.622311
-1.598992 0.077656 5.734349
0.494743 -1.181269 5.283601
0.737111 0.313359 4.068985
0.137926 0.477788 3.234074
0.000443 -0.949447 2.580108
0.162852 2.566002 7.994208
0.573847 -0.363837 4.089978
-0.687551 -0.155544 3.523490
-0.006277 0.221221 1.531404
-0.050803 0.320056 2.315053
-5.000000 -1.677466 11.908529
-0.955521 0.028934 2.603156
-0.008375 0.535171 3.164750
-0.975823 -0.053663 2.672333
0.086766 -0.828991 2.996497
Iteration 10:
-0.851954 0.594717 4.560117
0.077773 -2.926300 7.065832
-0.222551 0.178638 2.156065
-0.242485 0.950555 3.660918
-0.848694 3.773699 9.704609
-0.511436 -0.386445 4.035474
-0.219952 -0.830559 3.606906
-0.116937 0.234041 1.921185
-0.010195 -0.102600 0.551562
0.713279 0.158655 3.511693
-0.013637 -0.011344 0.058534
-3.505766 0.003387 9.536282
3.626464 0.398542 10.308202
-1.707838 0.733108 6.508898
0.508191 -0.255563 3.667752
0.677728 -0.100063 3.361763
0.400715 2.519140 8.369396
0.066625 0.145901 1.026338
1.704111 0.206694 6.036916
0.042335 0.192872 1.338031
0.307858 -0.166854 2.610247
-0.900301 -3.364765 9.419590
0.047075 0.327590 2.356356
0.539050 -0.481362 4.286667
0.054035 -0.506325 3.135636
0.057392 -3.708147 9.478996
-5.000000 2.956269 11.254696
-1.241729 0.578677 5.579951
2.178996 0.032744 5.998543
0.253454 -0.242455 2.673215
0.680442 -0.677469 4.608377
-0.119374 0.477729 3.184938
-0.023887 0.033486 0.160880
0.065372 -0.053612 0.420689
-0.040520 0.281941 2.039460
-0.037535 0.778438 3.028288
-0.116718 -2.224667 6.553770
0.390710 1.648848 6.475199
-0.734607 0.134954 3.396674
0.263998 0.469277 3.598794
-0.104622 -0.804061 3.130206
-0.990943 0.398809 4.420687
0.058736 2.149758 5.822979
-0.134534 0.260175 2.180202
1.997627 -0.839955 5.842510
-0.967841 -0.143860 3.079333
5.000000 0.656509 11.666894
-0.779467 -0.291235 3.974019
1.737585 -0.024340 5.499526
0.302928 0.211012 2.776778
Iteration 11:
-3.747075 -0.033989 9.330266
0.253786 0.282347 2.870434
0.592677 -0.063074 3.290382
-2.517368 0.149597 7.900756
-0.894446 0.054100 2.722809
0.075851 -1.553964 5.695194
-0.419978 0.220903 3.309762
-0.376740 -0.059783 2.654852
-0.255113 -0.917290 3.718999
0.784883 -1.597892 6.428670
-0.582428 -0.234811 3.738649
0.453815 -0.563007 4.272046
0.110539 0.006580 0.609094
0.276322 0.034606 1.989967
0.007939 -0.036592 0.142824
-0.818072 -0.451753 4.430752
0.525886 -0.085082 3.230901
-1.594733 0.356110 6.359633
-0.185786 -1.136269 4.034802
-0.024732 -0.237677 1.679433
0.236468 -0.030562 1.676933
2.519122 0.353519 8.311540
-0.322257 0.225500 2.933299
0.466475 -1.551373 6.431616
0.113903 0.532816 3.307515
-0.249735 0.347861 3.143470
1.200539 -1.047667 4.874568
-0.907782 -0.199994 3.408536
-0.019379 -0.407751 2.759099
-1.387468 3.282787 10.019034
0.042895 0.030900 0.222559
0.000412 0.187115 1.241964
-0.030605 -1.594442 5.677170
-0.006496 -0.631883 3.252630
-0.252545 0.154286 2.221671
0.374091 0.292645 3.401171
-0.729996 0.237385 3.798575
0.725059 -0.455172 4.426672
0.404748 -0.092163 2.853182
0.244803 0.260715 2.721829
0.169908 0.327555 2.728170
-0.101896 0.046737 0.622987
2.883146 1.043817 7.410193
-0.690970 0.051686 3.245181
-0.065954 -0.665982 3.295832
0.706489 0.047655 3.215237
0.295690 -0.492344 3.751701
-0.620128 1.193009 5.353749
-0.021640 -2.464174 7.595334
0.606780 -0.107756 3.389479
Iteration 12:
-0.225130 0.245533 2.542443
-4.000546 -0.545390 10.398634
-0.141206 2.401980 7.575040
-0.753360 -0.105367 3.258968
-1.613905 -0.287107 6.245682
-1.154406 0.398336 5.002584
0.782374 0.063735 3.066493
4.081222 -0.095533 9.153331
0.021407 -0.279746 2.000622
-0.149542 -0.034001 0.957839
-0.212694 -1.672777 6.072125
1.710110 -0.268445 6.227433
1.762878 -0.230082 6.056119
-3.400415 -0.882900 9.583258
-0.280339 0.267459 2.923536
-0.367364 0.209808 3.070207
-0.098655 -0.549688 3.303644
-1.628196 0.844705 6.352043
0.256238 -0.278858 2.865199
0.071202 0.153054 1.100698
0.590613 -0.434524 4.273254
1.076966 -0.076393 3.124534
-0.031050 -0.556388 3.212124
1.219522 -0.436250 5.371721
0.124863 -0.096408 1.010758
-1.953966 0.082482 5.057585
-0.295288 -0.211628 2.740642
0.202234 -0.122438 1.715568
0.041431 -1.118824 3.306971
1.358714 1.113908 6.054762
-0.075310 -0.870608 2.842719
-0.023579 0.571687 3.227495
0.062400 -0.024116 0.304475
-0.013444 -0.171505 1.113633
0.010303 0.001023 0.032138
-0.273913 0.101724 2.141832
1.178540 -0.049176 3.790757
-0.454679 0.093272 3.050264
0.551449 0.431919 4.209595
0.648148 0.026404 3.256628
0.498348 -0.418215 4.083856
-0.323006 0.294301 3.218288
-0.961516 0.498260 4.572705
-0.420313 -1.283928 5.616383
0.087382 0.350915 2.576243
0.001630 -0.306374 2.180168
1.242794 -3.791541 10.179073
0.714425 -0.104625 3.330009
0.085074 1.650456 5.739183
-1.478122 -0.213630 5.843716
Iteration 13:
1.029518 -0.118130 3.081714
-0.070811 -0.296105 2.199753
-2.542979 0.517906 8.486493
-0.206344 1.208040 4.596470
-0.683933 -0.156276 3.528292
-1.414743 -0.133450 5.450660
-0.049690 -0.048472 0.320651
0.519610 1.174974 5.277047
-0.356923 0.021286 2.502051
0.025687 -0.074578 0.381171
0.496340 -0.569578 4.359307
-0.015981 0.147797 0.915608
2.233235 0.034632 6.417780
0.391685 -0.076096 2.758718
0.123337 0.157492 1.395232
-0.012511 -0.019891 0.081110
-0.100337 -2.309271 7.046486
-0.067194 1.544857 5.670629
-0.060876 0.080358 0.538159
0.825720 -0.778756 4.308649
-0.222345 -0.024185 1.553720
-0.229251 -0.059888 1.678392
-0.329972 0.006304 2.334920
-0.623281 0.349218 4.117868
-0.263714 -0.457593 3.566349
-4.121818 -0.038989 9.223749
-0.617283 -0.492044 4.411814
-0.645935 0.461151 4.387530
0.030416 0.078465 0.416956
-0.245425 -0.473086 3.550592
0.024257 0.041678 0.197317
1.214933 1.837612 6.622995
0.070433 0.317078 2.335652
0.722138 -0.351938 4.186282
-0.212386 -2.398947 7.739611
0.099241 0.039692 0.582130
0.014819 -0.031671 0.131168
0.062927 0.110068 0.742113
1.710107 0.117650 5.745475
0.011678 1.237505 4.217079
-2.550017 -0.914746 8.128293
-0.002376 0.039892 0.155005
-0.150162 0.093909 1.181167
-0.829908 -0.178693 3.401198
0.146698 0.578316 3.465878
0.628663 -0.033727 3.267699
-0.480037 -0.135854 3.234897
-1.501848 0.064680 5.588410
0.033497 0.246891 1.764091
0.664742 -0.130526 3.455795
Iteration 14:
0.389941 0.013485 2.672260
0.534763 2.282252 7.806352
0.365043 -0.049872 2.577768
-0.003714 -0.322582 2.287555
-0.036875 0.007163 0.143398
0.156541 -0.225378 2.054711
0.129037 0.236212 1.991633
-0.180371 0.709262 3.595731
-0.204906 -0.661964 3.700925
0.551457 0.783358 4.561675
0.288688 -0.493361 3.733444
0.352101 0.141728 2.748101
-3.355917 -0.081805 9.142297
1.076687 -0.302496 4.319432
0.013332 0.006383 0.047616
-0.052052 0.121030 0.780911
-0.605830 2.117161 7.092969
0.026760 0.187945 1.268281
1.543994 0.167871 5.871013
0.030330 0.341529 2.420116
0.470732 0.144974 3.232951
0.199924 -0.135923 1.769236
-0.887454 -0.033599 2.694294
0.032878 -0.154249 0.994562
0.785427 0.182751 3.503062
1.537193 0.110239 5.731610
0.314453 -0.439205 3.672854
0.176353 0.863930 3.327450
-2.623088 -0.015622 7.766886
-0.646683 0.063340 3.302272
0.069354 0.112814 0.789526
0.848451 -0.389744 4.282665
0.812175 0.042259 2.931349
0.017922 0.581333 3.234891
3.067437 0.036168 7.190362
0.642348 0.200572 3.681887
0.009411 0.231185 1.614776
0.210799 -0.119379 1.763262
-0.089567 -2.130370 5.777284
0.222748 -0.474723 3.483163
0.159585 1.204401 4.368315
-1.423199 0.372088 6.020846
-0.393021 -0.065719 2.745161
2.317200 -0.075623 7.038349
-0.500327 -0.459571 4.176557
0.054362 0.380572 2.665439
0.396593 -0.106542 2.852722
-0.018104 0.438372 2.887162
0.034399 -0.698344 3.211797
-0.454310 0.451851 4.066814
Iteration 15:
0.038100 -0.170968 1.145062
-0.346377 0.255423 3.159645
-0.210553 -0.022856 1.454122
0.243686 1.306876 5.289731
-0.859938 1.275828 5.360722
-0.187292 -1.271203 4.907768
0.473692 1.873461 6.634070
0.337221 0.141355 2.669753
0.675391 0.432129 4.356222
0.045599 0.041339 0.272466
-0.177926 0.043817 1.216284
0.412930 1.676129 6.528931
0.245286 0.051683 1.784712
-2.053291 -0.006538 5.115983
-0.218769 -0.342463 2.997440
0.031027 -0.140974 0.881523
0.121907 0.648041 3.435607
0.388056 0.079778 2.749192
4.986383 -0.212181 10.992940
0.396845 -0.987772 4.408405
-2.160365 -0.028474 5.847833
0.044548 -2.514083 7.720588
0.113782 -0.044136 0.700956
3.175156 -0.824078 8.572074
-0.704723 0.132575 3.430523
-0.311253 0.309022 3.229664
0.267907 0.616857 3.880544
-0.012387 -0.011432 0.055227
0.471249 0.011349 3.001202
-0.016816 -0.012383 0.070646
0.060474 0.020115 0.285119
0.234545 -0.004901 1.640727
0.106157 0.019101 0.587760
0.013289 -0.560662 3.208517
-0.153186 0.069469 1.094875
1.248930 1.372593 6.626532
1.135071 0.160508 3.894745
-0.141424 0.061823 0.972994
0.023310 0.015667 0.100329
-0.560706 -0.010092 3.207641
0.385693 -0.876831 4.270873
0.003764 0.063522 0.284292
-0.012393 0.344768 2.426999
0.062940 -0.005615 0.281645
0.341071 -0.001362 2.402450
0.026167 0.012947 0.105133
-0.201233 -0.016555 1.369364
0.799216 -0.012898 2.939457
0.142457 -1.469610 5.650480
0.020762 -0.036884 0.166823
Iteration 16:
0.115994 -0.178783 1.509294
-0.165939 0.035179 1.096807
1.909991 0.201068 5.700793
0.478086 -0.012820 3.023151
0.005083 0.443878 2.904262
-0.111649 0.140040 1.203631
-0.093846 0.027365 0.513032
-0.288524 0.646255 3.968185
0.111587 -0.165271 1.385812
0.021834 -0.014453 0.092229
0.195987 0.102747 1.573582
-1.145218 -0.084068 3.624899
-0.248270 0.132720 2.091934
0.000019 -0.234618 1.640772
-0.242289 0.093693 1.886914
-0.176490 0.058328 1.244241
-0.066271 0.027806 0.335682
0.360043 -0.147676 2.808099
0.376981 0.054133 2.646875
-0.394725 -0.082799 2.787022
-0.000332 -1.370573 5.072984
-0.259557 -0.111580 2.079626
-1.751017 -0.119613 5.668754
0.575429 -0.087368 3.316750
0.150394 -0.001903 0.929509
0.556812 1.117610 5.049877
0.035803 0.134760 0.841423
-0.002405 -0.417226 2.795968
2.102463 -0.204151 6.163726
-0.015308 0.202357 1.377857
0.020042 -0.220785 1.536455
0.072924 0.284905 2.128585
0.490280 0.093890 3.161696
-0.037956 -0.156031 1.020073
-0.348841 1.414095 5.954445
-2.506832 0.139910 7.861051
0.090549 -0.077401 0.681495
-0.177812 -0.057577 1.252798
0.191551 -0.246288 2.370911
-0.200271 -0.166759 1.945001
0.030450 -1.668657 5.643734
-0.012925 -0.130127 0.767603
3.024070 -0.069361 7.099789
-1.169065 -0.425414 5.128298
-0.075933 -0.256030 1.929598
0.268692 -0.713784 3.920708
-0.004782 0.018242 0.062784
0.164369 0.378747 2.952804
-0.917014 0.362394 4.206205
-0.089664 0.230538 1.783739
Iteration 17:
0.107365 0.036884 0.632861
0.305921 -0.087130 2.307780
0.366200 0.776599 4.226574
0.019129 0.040079 0.177381
0.087145 -0.027467 0.467087
0.407381 -0.182863 3.134065
0.994067 -0.055719 2.708914
-3.348516 -0.026689 9.037819
-0.217253 0.006180 1.498301
-0.229905 0.378142 3.188956
-0.090414 -0.173238 1.341403
-0.234607 -1.246564 4.941756
-0.034673 0.013853 0.142345
0.018245 0.065320 0.310014
0.221439 -0.437836 3.370395
